10:56:30,36.2
10:56:32,37.3
10:56:34,37.8
10:56:36,38.1
10:56:38,38.2
10:56:40,38.3
10:56:42,38.3
10:56:44,38.4
10:56:46,38.4
10:56:48,38.4
10:56:50,38.5
10:56:52,38.4
10:56:55,38.4
10:56:57,38.4
10:56:59,38.4
10:57:01,38.5
10:57:03,38.5
10:57:05,38.4
10:57:07,38.4
10:57:09,38.4
10:57:11,38.4
10:57:13,38.3
10:57:15,38.3
10:57:17,38.3
10:57:19,38.3
10:57:21,38.3
10:57:23,38.3
10:57:25,38.3
10:57:27,38.3
10:57:29,38.3
10:57:31,38.2
10:57:33,38.2
10:57:35,38.2
10:57:37,38.2
10:57:39,38.2
10:57:41,38.2
10:57:43,38.2
10:57:45,38.1
10:57:47,38.1
10:57:49,38.1
10:57:52,38.1
10:57:54,38.1
10:57:56,38
10:57:58,38
10:58:00,38.1
10:58:02,38
10:58:04,38
10:58:06,38
10:58:08,38
10:58:10,38
10:58:12,38
10:58:14,38
10:58:16,38
10:58:18,38
10:58:20,37.9
10:58:23,37.9
10:58:25,37.9
10:58:27,37.9
10:58:29,37.9
10:58:31,37.9
10:58:33,37.9
10:58:35,37.8
10:58:37,37.8
10:58:39,37.8
10:58:41,37.8
10:58:43,37.8
10:58:45,37.8
10:58:47,37.9
10:58:49,37.8
10:58:51,37.8
10:58:53,37.8
10:58:55,37.8
10:58:57,37.8
10:58:59,37.8
10:59:01,37.8
10:59:03,37.8
10:59:05,37.7
10:59:07,37.7
10:59:09,37.7
10:59:11,37.7
10:59:13,37.8
10:59:15,37.7
10:59:17,37.7
10:59:19,37.7
10:59:21,37.6
10:59:23,37.6
10:59:25,37.7
10:59:27,37.6
10:59:29,37.6
10:59:31,37.6
10:59:33,37.6
10:59:35,37.6
10:59:37,37.6
10:59:40,37.6
10:59:42,37.6
10:59:44,37.6
10:59:46,37.6
10:59:48,37.6
10:59:50,37.6
10:59:52,37.6
10:59:54,37.6
10:59:56,37.6
10:59:58,37.6
11:00:00,37.6
11:00:02,37.6
11:00:04,37.6
11:00:06,37.5
11:00:08,37.5
11:00:10,37.5
11:00:12,37.5
11:00:14,37.5
11:00:16,37.5
11:00:18,37.6
11:00:20,37.5
11:00:22,37.5
11:00:24,37.5
11:00:26,37.5
11:00:28,37.5
11:00:30,37.5
11:00:33,37.5
11:00:35,37.5
11:00:37,37.4
11:00:39,37.5
11:00:41,37.4
11:00:43,37.4
11:00:45,37.4
11:00:47,37.4
11:00:49,37.4
11:00:51,37.5
11:00:53,37.5
11:00:55,37.4
11:00:57,37.4
11:00:59,37.5
11:01:01,37.5
11:01:03,37.4
11:01:05,37.4
11:01:07,37.4
11:01:09,37.4
11:01:11,37.4
11:01:13,37.4
11:01:15,37.4
11:01:17,37.4
11:01:19,37.4
11:01:21,37.5
11:01:23,37.4
11:01:25,37.4
11:01:27,37.4
11:01:29,37.5
11:01:31,37.4
11:01:33,37.4
11:01:36,37.4
11:01:38,37.4
11:01:40,37.4
11:01:42,37.4
11:01:44,37.4
11:01:46,37.4
11:01:48,37.4
11:01:50,37.4
11:01:52,37.4
11:01:54,37.4
11:01:56,37.4
11:01:58,37.4
11:02:00,37.4
11:02:02,37.4
11:02:04,37.4
11:02:06,37.3
11:02:08,37.4
11:02:10,37.3
11:02:12,37.3
11:02:14,37.4
11:02:16,37.4
11:02:18,37.4
11:02:20,37.4
11:02:22,37.4
11:02:24,37.4
11:02:26,37.4
11:02:28,37.4
11:02:30,37.4
11:02:32,37.4
11:02:35,37.4
11:02:37,37.4
11:02:39,37.4
11:02:41,37.4
11:02:43,37.4
11:02:45,37.4
11:02:47,37.3
11:02:49,37.3
11:02:51,37.4
11:02:53,37.3
11:02:55,37.3
11:02:57,37.3
11:02:59,37.3
11:03:01,37.3
11:03:03,37.3
11:03:05,37.3
11:03:07,37.4
11:03:09,37.3
11:03:11,37.3
11:03:13,37.3
11:03:15,37.3
11:03:17,37.3
11:03:19,37.3
11:03:21,37.3
11:03:23,37.3
11:03:25,37.3
11:03:27,37.3
11:03:29,37.3
11:03:31,37.3
11:03:34,37.3
11:03:36,37.3
11:03:38,37.3
11:03:40,37.3
11:03:42,37.2
11:03:44,37.3
11:03:46,37.3
11:03:48,37.3
11:03:50,37.3
11:03:52,37.3
11:03:54,37.3
11:03:56,37.3
11:03:58,37.3
11:04:00,37.3
11:04:02,37.3
11:04:04,37.3
11:04:06,37.3
11:04:08,37.2
11:04:10,37.2
11:04:12,37.3
11:04:14,37.3
11:04:16,37.3
11:04:18,37.3
11:04:20,37.2
11:04:22,37.2
11:04:24,37.2
11:04:26,37.2
11:04:28,37.2
11:04:30,37.2
11:04:33,37.2
11:04:35,37.2
11:04:37,37.2
11:04:39,37.2
11:04:41,37.2
11:04:43,37.2
11:04:45,37.3
11:04:47,37.2
11:04:49,37.2
11:04:51,37.1
11:04:53,37.2
11:04:55,37.1
11:04:57,37.2
11:04:59,37.2
11:05:01,37.2
11:05:03,37.2
11:05:05,37.2
11:05:07,37.2
11:05:10,37.2
11:05:12,37.2
11:05:14,37.2
11:05:16,37.2
11:05:18,37.2
11:05:20,37.2
11:05:22,37.2
11:05:24,37.2
11:05:26,37.2
11:05:28,37.2
11:05:30,37.2
11:05:32,37.2
11:05:34,37.2
11:05:36,37.2
11:05:38,37.2
11:05:40,37.2
11:05:42,37.2
11:05:44,37.2
11:05:46,37.2
11:05:48,37.2
11:05:50,37.2
11:05:52,37.2
11:05:54,37.2
11:05:56,37.2
11:05:58,37.2
11:06:00,37.2
11:06:02,37.2
11:06:04,37.2
11:06:06,37.2
11:06:08,37.2
11:06:10,37.2
11:06:12,37.1
11:06:14,37.2
11:06:16,37.1
11:06:18,37.2
11:06:20,37.2
11:06:22,37.2
11:06:24,37.2
11:06:26,37.2
11:06:28,37.2
11:06:31,37.2
11:06:33,37.2
11:06:35,37.1
11:06:37,37.1
11:06:39,37.2
11:06:41,37.2
11:06:43,37.1
11:06:45,37.2
11:06:47,37.1
11:06:49,37.1
11:06:51,37.1
11:06:53,37.1
11:06:55,37.1
11:06:57,37.1
11:06:59,37.1
11:07:01,37.1
11:07:03,37.1
11:07:05,37.1
11:07:07,37.1
11:07:09,37.1
11:07:11,37.1
11:07:13,37.1
11:07:15,37.1
11:07:17,37.1
11:07:20,37.1
11:07:22,37.1
11:07:23,37.1
11:07:26,37.1
11:07:28,37.1
11:07:30,37.1
11:07:32,37.1
11:07:34,37.1
11:07:36,37.1
11:07:38,37.1
11:07:40,37.1
11:07:42,37.1
11:07:44,37.1
11:07:46,37.1
11:07:48,37.1
11:07:50,37.1
11:07:52,37.1
11:07:54,37.1
11:07:56,37.1
11:07:58,37.1
11:08:00,37.1
11:08:02,37.1
11:08:04,37.1
11:08:06,37.1
11:08:08,37.1
11:08:10,37.1
11:08:12,37.1
11:08:14,37.1
11:08:16,37.1
11:08:18,37.1
11:08:20,37.1
11:08:22,37.1
11:08:24,37.1
11:08:26,37.1
11:08:29,37.1
11:08:31,37.1
11:08:33,37.1
11:08:35,37.1
11:08:37,37.1
11:08:39,37.1
11:08:41,37.1
11:08:43,37.1
11:08:45,37.1
11:08:47,37.1
11:08:49,37.1
11:08:51,37.1
11:08:53,37.1
11:08:55,37.1
11:08:57,37.1
11:08:59,37.1
11:09:01,37.1
11:09:03,37.1
11:09:05,37.1
11:09:07,37.1
11:09:09,37.1
11:09:11,37.1
11:09:13,37.1
11:09:15,37.1
11:09:17,37.1
11:09:19,37.1
11:09:21,37.1
11:09:23,37.1
11:09:25,37.1
11:09:27,37.1
11:09:30,37.1
11:09:32,37.1
11:09:34,37.1
11:09:36,37.1
11:09:38,37.1
11:09:40,37.1
11:09:42,37.1
11:09:44,37.1
11:09:46,37.1
11:09:48,37.1
11:09:50,37.1
11:09:52,37.1
11:09:54,37.1
11:09:56,37.1
11:09:58,37.1
11:10:00,37.1
11:10:02,37.1
11:10:04,37
11:10:06,37
11:10:08,37
11:10:10,37
11:10:12,37
11:10:14,37
11:10:16,37
11:10:18,37